"image","xmin","ymin","xmax","ymax","label"
"TCGA_CS_4941_19960909_11.jpeg",81.03899082568807,52.82912844036697,135.52178899082568,116.1915137614679,"abnormal part"
"TCGA_CS_4941_19960909_12.jpeg",81.67660550458716,51.68348623853211,136.15940366972478,117.3566513761468,"abnormal part"
"TCGA_CS_4941_19960909_13.jpeg",76.82454128440368,44.853211009174316,136.63302752293578,122.54128440366974,"abnormal part"
"TCGA_CS_4941_19960909_14.jpeg",71.30045871559633,45.78211009174312,139.32110091743118,118.54243119266056,"abnormal part"
"TCGA_CS_4941_19960909_17.jpeg",67.39793577981652,79.8887614678899,94.00114678899084,111.66399082568807,"abnormal part"
"TCGA_CS_4941_19960909_16.jpeg",60.44266055045872,50.88646788990826,110.65481651376147,115.40252293577983,"abnormal part"
"TCGA_CS_4941_19960909_15.jpeg",62.06995412844037,41.26605504587156,142.6341743119266,106.09174311926606,"abnormal part"
"TCGA_CS_4941_19960909_18.jpeg",70.41169724770643,97.7316513761468,77.49885321100918,105.52522935779818,"abnormal part"
"TCGA_CS_4942_19970222_12.jpeg",72.85665137614679,99.04701834862387,105.78211009174312,155.62155963302754,"abnormal part"
"TCGA_CS_4942_19970222_11.jpeg",72.3256880733945,95.65940366972478,103.60091743119267,155.38646788990826,"abnormal part"
"TCGA_CS_4942_19970222_10.jpeg",71.90137614678899,94.48050458715596,100.95642201834863,154.7144495412844,"abnormal part"
"TCGA_CS_4942_19970222_13.jpeg",71.33600917431193,104.58944954128441,107.22362385321101,154.01605504587155,"abnormal part"
"TCGA_CS_4942_19970222_14.jpeg",74.49426605504587,118.61697247706422,106.64220183486239,147.69036697247708,"abnormal part"
"TCGA_CS_4943_20000902_12.jpeg",150.83600917431193,101.88302752293579,164.9334862385321,154.9334862385321,"abnormal part"
"TCGA_CS_4943_20000902_13.jpeg",138.65711009174314,115.88302752293579,171.23509174311928,154.61238532110093,"abnormal part"
