"image","xmin","ymin","xmax","ymax","label"
"TCGA_HT_7693_19950520_13.jpeg",90.71900826446281,53.82231404958678,145.00619834710744,125.7396694214876,"abnormal"
"TCGA_HT_7693_19950520_14.jpeg",87.85123966942149,56.01239669421488,143.09710743801654,126.11570247933884,"abnormal"
"TCGA_HT_7693_19950520_12.jpeg",92.77066115702479,54.824380165289256,144.88842975206612,125.4896694214876,"abnormal"
"TCGA_HT_7693_19950520_10.jpeg",108.58884297520662,76.03925619834712,131.4896694214876,118.60743801652893,"abnormal"
"TCGA_HT_7693_19950520_11.jpeg",99.1694214876033,72.33677685950414,141.30371900826447,123.25,"abnormal"
"TCGA_HT_7693_19950520_17.jpeg",97.51859504132231,73.85537190082646,130.31198347107437,119.65702479338844,"abnormal"
"TCGA_HT_7693_19950520_18.jpeg",100.62396694214877,82.80578512396694,129.08471074380165,116.47933884297521,"abnormal"
"TCGA_HT_7694_19950404_10.jpeg",78.19421487603306,44.82231404958678,144.94834710743802,147.55785123966945,"abnormal"
"TCGA_HT_7693_19950520_15.jpeg",89.06818181818183,60.082644628099175,133.28305785123968,125.0702479338843,"abnormal"
"TCGA_HT_7693_19950520_16.jpeg",93.5392561983471,60.88429752066116,130.16528925619835,123.48140495867769,"abnormal"
"TCGA_HT_7694_19950404_6.jpeg",76.02892561983471,87.81611570247934,111.82231404958678,116.60537190082644,"abnormal"
"TCGA_HT_7694_19950404_9.jpeg",70.47314049586777,71.80785123966942,133.72314049586777,151.5206611570248,"abnormal"
"TCGA_HT_7694_19950404_8.jpeg",75.89462809917356,74.27479338842977,102.62603305785125,143.96694214876035,"abnormal"
"TCGA_HT_7694_19950404_7.jpeg",73.43388429752066,77.53512396694215,112.74793388429752,124.82644628099175,"abnormal"
"TCGA_HT_7694_19950404_11.jpeg",75.36570247933885,40.37603305785124,149.73966942148763,140.49380165289256,"abnormal"
"TCGA_HT_7694_19950404_14.jpeg",67.0392561983471,40.51652892561984,160.28512396694214,136.46900826446281,"abnormal"
"TCGA_HT_7694_19950404_16.jpeg",73.02272727272728,51.01239669421488,155.76859504132233,141.52892561983472,"abnormal"
"TCGA_HT_7694_19950404_12.jpeg",67.13223140495867,43.0599173553719,156.59504132231405,141.19628099173553,"abnormal"
"TCGA_HT_7694_19950404_15.jpeg",73.18181818181819,45.22520661157025,155.25413223140498,148.52272727272728,"abnormal"
"TCGA_HT_7694_19950404_13.jpeg",68.94628099173553,38.663223140495866,158.88636363636363,139.76652892561984,"abnormal"
"TCGA_HT_7694_19950404_19.jpeg",104.39462809917356,78.84917355371901,123.34504132231406,130.98553719008265,"abnormal"
"TCGA_HT_7855_19951020_10.jpeg",126.52599388379205,87.87155963302753,199.11620795107035,202.0244648318043,"abnormal"
"TCGA_HT_7855_19951020_11.jpeg",124.92660550458716,88.69418960244649,198.08868501529054,205.90214067278288,"abnormal"
"TCGA_HT_7694_19950404_17.jpeg",77.28305785123968,53.22314049586777,134.81198347107437,140.0082644628099,"abnormal"
"TCGA_HT_7694_19950404_18.jpeg",85.88636363636364,59.58471074380166,125.94628099173553,137.20454545454547,"abnormal"
"TCGA_HT_7855_19951020_13.jpeg",119.01834862385321,103.06727828746178,197.2599388379205,205.07645259938838,"abnormal"
"TCGA_HT_7855_19951020_14.jpeg",120.81345565749236,108.40366972477064,192.085626911315,203.4617737003058,"abnormal"
"TCGA_HT_7855_19951020_15.jpeg",124.92966360856269,116.64525993883792,195.348623853211,204.90214067278288,"abnormal"
"TCGA_HT_7855_19951020_12.jpeg",121.65137614678899,94.25993883792049,197.92660550458714,205.81345565749234,"abnormal"
"TCGA_HT_7855_19951020_16.jpeg",134.66666666666666,118.65749235474006,191.77064220183485,210.91743119266056,"abnormal"
"TCGA_HT_7855_19951020_18.jpeg",149.4006116207951,156.86544342507645,172.27217125382262,187.98776758409787,"abnormal"
"TCGA_HT_7855_19951020_17.jpeg",136.9724770642202,125.95412844036697,187.11009174311926,201.48318042813457,"abnormal"
"TCGA_HT_7855_19951020_9.jpeg",152.26605504587155,88.05810397553518,196.5749235474006,189.0244648318043,"abnormal"
"TCGA_HT_7855_19951020_8.jpeg",156.80428134556576,113.82874617737004,187.33333333333334,169.3119266055046,"abnormal"
"TCGA_HT_7856_19950831_13.jpeg",122.72782874617737,52.162079510703364,140.46788990825686,113.72477064220183,"abnormal"
"TCGA_HT_7856_19950831_16.jpeg",96.53516819571865,46.75229357798165,177.24464831804283,130.78899082568807,"abnormal"
"TCGA_HT_7856_19950831_17.jpeg",93.59633027522936,47.42507645259939,183.51681957186545,133.46483180428135,"abnormal"
"TCGA_HT_7856_19950831_14.jpeg",101.1131498470948,52.13149847094801,148.67584097859327,122.99082568807339,"abnormal"
"TCGA_HT_7856_19950831_18.jpeg",91.18348623853213,44.73700305810397,184.80122324159024,137.78593272171253,"abnormal"
"TCGA_HT_7856_19950831_15.jpeg",96.72477064220183,48.9388379204893,175.8073394495413,123.45871559633028,"abnormal"
"TCGA_HT_7856_19950831_19.jpeg",90.58715596330275,43.25382262996942,181.9571865443425,137.25688073394497,"abnormal"
"TCGA_HT_7856_19950831_23.jpeg",100.71865443425077,53.50764525993884,177.65749235474004,146.7217125382263,"abnormal"
"TCGA_HT_7856_19950831_20.jpeg",92.2874617737003,45.36391437308868,177.15290519877675,134.95412844036696,"abnormal"
"TCGA_HT_7856_19950831_24.jpeg",120.20183486238533,59.49847094801223,169.88379204892968,140.91743119266056,"abnormal"
"TCGA_HT_7856_19950831_22.jpeg",98.5474006116208,50.25076452599389,185.58715596330276,136.90519877675843,"abnormal"
"TCGA_HT_7856_19950831_27.jpeg",122.37308868501529,75.50764525993884,152.22018348623854,134.36085626911316,"abnormal"
"TCGA_HT_7856_19950831_28.jpeg",122.24464831804282,81.5993883792049,150.4709480122324,132.20795107033638,"abnormal"
"TCGA_HT_7856_19950831_25.jpeg",117.51681957186544,57.960244648318046,170.16207951070336,134.03363914373088,"abnormal"
"TCGA_HT_7856_19950831_29.jpeg",123.83180428134557,105.34250764525994,140.17737003058105,135.4954128440367,"abnormal"
"TCGA_HT_7856_19950831_26.jpeg",120.19266055045871,65.15902140672783,164.80733944954127,135.13455657492355,"abnormal"
"TCGA_HT_7860_19960513_14.jpeg",158.94189602446482,113.06422018348624,197.28440366972478,153.4434250764526,"abnormal"
"TCGA_HT_7860_19960513_15.jpeg",160,114.8348623853211,196.39755351681958,156.65749235474007,"abnormal"
"TCGA_HT_7860_19960513_16.jpeg",162.7737003058104,119.02752293577981,197.27217125382262,157.3058103975535,"abnormal"
"TCGA_HT_7860_19960513_17.jpeg",164.8348623853211,118.49235474006116,192.38226299694188,148.81039755351682,"abnormal"
"TCGA_HT_7860_19960513_13.jpeg",158.96024464831805,116.23853211009174,187.51681957186545,159.01223241590213,"abnormal"
"TCGA_HT_7874_19950902_11.jpeg",76.00305810397553,45.89296636085627,132.21100917431193,109.80428134556576,"abnormal"
"TCGA_HT_7874_19950902_12.jpeg",71.55963302752293,46.56269113149847,131.80428134556576,105.86544342507645,"abnormal"
"TCGA_HT_7874_19950902_13.jpeg",72.44954128440367,46.015290519877674,126.47706422018348,104.01529051987768,"abnormal"
"TCGA_HT_7874_19950902_10.jpeg",75.44648318042813,46.41896024464832,131.71559633027522,120.23853211009174,"abnormal"
"TCGA_HT_7860_19960513_18.jpeg",171.76758409785933,133.81039755351682,184.12844036697248,146.63608562691132,"abnormal"
"TCGA_HT_7874_19950902_9.jpeg",109.69724770642202,51.04587155963303,131.0611620795107,113.17125382262998,"abnormal"
"TCGA_HT_7874_19950902_14.jpeg",72.34556574923548,48.00305810397553,130.63302752293578,110.85015290519877,"abnormal"
"TCGA_HT_7874_19950902_15.jpeg",78.34556574923548,52.73700305810397,136.2415902140673,109.21100917431193,"abnormal"
"TCGA_HT_7874_19950902_8.jpeg",117.41896024464832,60.920489296636084,131.9113149847095,102.77981651376146,"abnormal"
"TCGA_HT_7877_19980917_20.jpeg",145.25688073394497,91.14678899082568,156.57492354740063,120.16207951070336,"abnormal"
"TCGA_HT_7877_19980917_23.jpeg",132.70030581039757,87.58715596330275,181.63914373088687,139.10703363914374,"abnormal"
"TCGA_HT_7877_19980917_24.jpeg",131.33333333333334,87.42201834862385,181.63608562691132,135.4189602446483,"abnormal"
"TCGA_HT_7877_19980917_25.jpeg",132.7553516819572,90.78899082568807,178.30275229357798,136.6880733944954,"abnormal"
"TCGA_HT_7877_19980917_22.jpeg",135.34862385321102,89.08562691131499,184.60550458715596,137.66666666666669,"abnormal"
"TCGA_HT_7877_19980917_21.jpeg",136.44954128440367,89.80733944954129,175.07339449541286,132.79204892966362,"abnormal"
"TCGA_HT_7877_19980917_28.jpeg",144.34250764525993,113.75229357798165,161.6788990825688,130.93577981651376,"abnormal"
"TCGA_HT_7879_19981009_10.jpeg",80.38837920489297,111.39755351681957,103.14067278287462,138.88990825688074,"abnormal"
"TCGA_HT_7877_19980917_26.jpeg",135.7125382262997,88.67278287461774,174.16207951070336,134.4862385321101,"abnormal"
"TCGA_HT_7879_19981009_11.jpeg",77.6085626911315,107.05810397553518,104.89908256880733,158.2507645259939,"abnormal"
"TCGA_HT_7877_19980917_27.jpeg",139.651376146789,104.56880733944955,169.48012232415903,138.8073394495413,"abnormal"
